2026-08-12	every-shadow-needed-a-road	world	inference	attention-economy,mega-events,space,spain	They Came Out for the Dark
2026-07-21	the-hearth-becomes-the-pyre	world	inference	world-cup,attention-economy,natural-disasters	The Gathered Fire Turns Cold
2026-07-20	the-fire-goes-dark	world	inference	world-cup,mega-events,attention-economy,natural-disasters	The Shared Fire Goes Dark
2026-07-19	war-that-isnt	world	inference	world-cup,mega-events,attention-economy,sport,us-iran	Final runs parallel to the Iran war
2026-07-15	hearth-the-fire	world	inference	world-cup,attention-economy,mega-events,sport	Argentina–England Gathers the Tribe
2026-07-13	hearth-bloodline	world	inference	world-cup,sport,mega-events,attention-economy	Football Keeps the Family Name
2026-07-12	hearth-songbook	world	inference	world-cup,sport,mega-events	Argentina’s Songbook Keeps the Receipt
2026-07-11	hearth-spirit-empire	world	inference	world-cup,sport,mega-events,attention-economy	Switzerland Tests Spirit and Empire
2026-07-09	anthem-and-appeal	world	inference	world-cup,attention-economy,sport,mega-events	The Anthem And The Appeal
2026-07-08	hearth-two-fires	world	inference	world-cup,attention-economy,us-iran	The Tribe Keeps Two Fires
