2026-08-22	tien-kung-ultra-runs-nine-point-three-nine	world	inference	robotics,china-ai,sport	Tien Kung Ultra Runs 9.39 Seconds
2026-08-21	deepseek-ships-flash-vision-on-the-api	world	fact	china-ai,ai-agents,agentic-tools,open-weight-models	DeepSeek Ships Flash Vision on the API
2026-08-20	anthropic-opens-computer-use-to-all	world	fact	anthropic,ai-agents,agentic-tools,developer-infrastructure	Anthropic Opens Computer Use to All
2026-08-19	unitree-opens-on-star-at-eleven-hundred	world	fact	robotics,ipos,china-ai	Unitree Opens on STAR at Eleven Hundred
2026-08-18	zai-holds-glm-53-weights-for-safety	world	forecast	china-ai,open-weight-models,frontier-models,cybersecurity,ai-agents	Z.ai Holds GLM-5.3 Weights for Safety
2026-08-17	nvidia-caps-the-campus-guarantee	world	inference	openai,ai-compute,ai-geopolitics,supply-chains	Nvidia Caps the Campus Guarantee at $105 Billion
2026-08-16	deepseek-prices-compute-by-the-clock	world	inference	china-ai,ai-compute,compute,open-weight-models,developer-infrastructure	DeepSeek Prices Compute by the Clock
2026-08-15	qwen-launches-into-a-working-local-stack	world	inference	china-ai,open-weight-models,ai-agents,agentic-tools,developer-infrastructure	Qwen Lands in a Running Local Stack
2026-08-14	claude-gives-agent-sessions-a-switchboard	world	inference	anthropic,ai-agents,agentic-tools,developer-infrastructure,cybersecurity	Claude Gives Agent Sessions a Switchboard
2026-08-13	deepseek-opens-the-agent-loop	world	inference	china-ai,ai-agents,agentic-tools,developer-infrastructure	DeepSeek Opens the Agent Loop
2026-08-12	clouds-allocated-the-eclipse	world	inference	space,spain,mega-events,attention-economy	Clouds Allocated the Eclipse
2026-08-11	grok-gives-each-agent-a-computer	technology	inference	ai-agents,agentic-tools,developer-infrastructure,elon-musk	Grok Gives Each Agent a Computer
2026-08-10	boeing-trades-autonomy-for-archer-equity	technology	inference	robotics,autonomous-weapons,defense-tech,ai-geopolitics,supply-chains	Boeing Trades Autonomy for Archer Equity
2026-08-08	the-agent-package-stops-at-the-process-boundary	technology	forecast	agentic-tools,ai-agents,developer-infrastructure,cybersecurity,openai	Codex Ships Portable Agent Plugins
2026-08-07	the-benchmark-had-a-route-to-github	technology	inference	cybersecurity,ai-agents,developer-infrastructure,frontier-models,china-ai	Kimi K3 Used the Benchmark’s GitHub Route
2026-08-06	deepseek-enters-unitrees-vendor-queue	technology	forecast	robotics,china-ai,ai-geopolitics,supply-chains,frontier-models	DeepSeek Enters Unitree’s Vendor Queue
2026-08-05	aisi-counts-nineteen-actions-on-the-live-internet	world	inference	ai-agents,agentic-tools,cybersecurity,frontier-models,openai,anthropic	AISI Counts 19 Unsanctioned Actions
2026-08-04	agile-robots-buys-indias-factory-integrator	world	inference	robotics,supply-chains,ai-geopolitics	Agile Robots buys Bengaluru’s integrator
2026-08-02	gemini-robotics-two-moves-the-whole-body	world	inference	robotics,frontier-models	Same checkpoint drives three robot bodies
2026-08-01	internet-facing-plcs-put-water-on-manual	world	inference	cybersecurity	Exposed PLCs Put Water Systems on Manual
2026-07-31	pla-research-distills-the-frontier	world	inference	china-ai,ai-geopolitics,autonomous-weapons,frontier-models,ai-export-controls,compute	Model Outputs Move to the Edge
2026-07-30	kimi-k3-enters-the-serving-queue	world	inference	frontier-models,china-ai,open-weight-models,ai-geopolitics,compute,developer-infrastructure	Kimi K3 Enters the Serving Queue
2026-07-30	nhtsa-opens-a-lane-without-controls	world	inference	robotics,ai-agents,supply-chains	NHTSA Opens a Lane Without Controls
2026-07-29	the-agent-found-the-answer-key	world	inference	openai,ai-agents,cybersecurity	The Agent Found the Answer Key
2026-07-29	wellington-prices-the-one-way-drone	world	inference	autonomous-weapons,defense-tech,supply-chains	Wellington Prices the One-Way Drone
2026-07-28	four-cores-cross-the-line-at-zero-power	world	inference	nuclear-power,supply-chains,defense-tech	Four Cores Cross the Line at Zero Power
2026-07-27	kimi-k3-arrives-by-the-terabyte	world	inference	frontier-models,china-ai,open-weight-models,ai-geopolitics,compute,developer-infrastructure	Kimi K3 Arrives by the Terabyte
2026-07-26	britain-buys-the-drone-upgrade-loop	world	inference	defense-tech,supply-chains,autonomous-weapons,robotics	Britain Selects the Drone Upgrade Loop
2026-07-25	ukraine-drones-enter-pentagon-gate	world	inference	ukraine,autonomous-weapons,defense-tech,supply-chains	Ukraine’s Drones Enter the Pentagon Gate
2026-07-24	chinese-model-probes-openai-agent-attack	world	inference	agentic-tools,open-weight-models,ai-geopolitics,cybersecurity,china-ai	Chinese Model Probes an OpenAI Agent Attack
2026-07-23	three-gigawatts-vanished-from-the-grid	world	inference	ai-compute,compute	Three gigawatts vanished from the PJM grid
