2026-08-22	doj-takes-four-hundred-million-from-tiktok	world	fact	attention-economy,cybersecurity,creator-economy	DOJ Takes Four Hundred Million from TikTok
2026-08-21	tinubu-orders-arrest-over-fake-agency	world	fact	constitutional-law	Tinubu Orders Arrest Over a Fake Agency
2026-08-20	biya-returns-after-ten-weeks	world	fact	constitutional-law	Biya Returns After Ten Weeks Away
2026-08-19	oakland-seats-an-advisory-jury-against-meta	world	fact	attention-economy,constitutional-law	Oakland Opens the Meta Design Case
2026-08-18	morens-pleads-guilty-to-records-conspiracy	world	fact	constitutional-law	Morens Pleads Guilty to Records Conspiracy
2026-08-17	jharkhand-voids-tdpls-exam-ledger	world	inference	constitutional-law	Jharkhand Voids TDPL’s Exam Ledger
2026-08-16	osuns-paper-count-outlasts-the-portal	world	inference	constitutional-law	Osun’s Paper Count Outlasts the Portal
2026-08-15	lee-opens-the-armistice-machine	world	inference	grey-zone	Lee Opens the Armistice Machine
2026-08-14	france-sends-the-age-gate-back	world	inference	constitutional-law,european-union	France Sends the Age Gate Back
2026-08-13	three-warrants-share-the-date	world	inference	constitutional-law	Three Warrants Land on One Date
2026-08-12	brazil-switches-off-discord-live	world	inference	cybersecurity,attention-economy,latin-america	Brazil Freezes Discord Live Tools
2026-08-11	damascus-sentences-three-holds-one	world	inference	constitutional-law,russia	Damascus Sentences Three, Holds One
2026-08-10	meta-fits-an-agent-model-on-one-gpu	technology	inference	open-weight-models,ai-agents,frontier-models,ai-geopolitics	Meta Fits an Agent Model Under 20GB
2026-08-08	the-fire-arrived-before-victorias-powers	world	inference	natural-disasters	Summerland Moved Before Victoria
2026-08-07	kinshasas-firewall-is-a-boat-manifest	world	inference	shipping,supply-chains,natural-disasters	Kinshasa Screens the River
2026-08-06	vizag-gives-compute-a-place-on-the-map	technology	inference	ai-compute,compute,ai-geopolitics,developer-infrastructure	Google Breaks Ground on Visakhapatnam Hub
2026-08-05	court-hands-duterte-impeachment-to-the-senate	world	fact	constitutional-law	Court Leaves Duterte Trial to Senate
2026-08-02	mcp-removes-the-session-from-the-protocol	world	inference	developer-infrastructure,ai-agents,agentic-tools	MCP drops sessions for stateless core
2026-08-01	openai-put-ten-math-claims-in-lean	world	inference	openai,frontier-models	OpenAI Publishes Ten Lean Certificates
2026-07-31	the-benchmark-had-an-egress-route	world	inference	ai-agents,agentic-tools,cybersecurity,anthropic,developer-infrastructure	The Benchmark Had an Egress Route
2026-07-30	congos-ebola-ledger-crosses-1500	world	inference	natural-disasters	Congo’s Ebola Ledger Crosses 1,500 Deaths
2026-07-29	nicaragua-writes-the-exclusion-clause	world	inference	constitutional-law,latin-america	Nicaragua Drafts an Exclusion Clause
2026-07-28	fujimori-takes-the-sash-without-a-majority	world	inference	latin-america,constitutional-law	Fujimori Takes the Sash Without a Majority
2026-07-28	uganda-calls-time-on-day-twelve	world	inference	natural-disasters	Uganda Calls Time on Day Twelve
2026-07-27	marcos-speech-stops-before-the-docket	world	inference	south-china-sea,unclos,constitutional-law	Marcos Stops Before the Docket
2026-07-26	the-commons-writes-its-ai-rules	technology	inference	agentic-tools,open-weight-models,developer-infrastructure,supply-chains	The Commons Writes Its AI Rules
2026-07-25	india-orders-bitchat-code-disabled	world	inference	cybersecurity,developer-infrastructure	India Orders Bitchat Code Disabled
2026-07-24	court-pauses-ramaphosa-impeachment	world	fact	south-africa,constitutional-law	High Court pauses Ramaphosa hearings
2026-07-23	managua-builds-the-electoral-wall	world	inference	latin-america	Managua starts writing the electoral wall
2026-07-22	france-writes-fifteen-into-the-login	world	inference	attention-economy	France writes fifteen into the login
2026-07-21	burnhams-first-bill-comes-due	world	inference	uk-politics,gilts,fiscal-policy,sterling	Burnham’s VAT cut lifts gilt yields
2026-07-20	burnham-takes-number-ten	world	inference	rates	Burnham takes charge at Number Ten
2026-07-19	the-final-day	world	inference	world-cup,mega-events,sport	Ritual Builds Ahead of MetLife Final
2026-07-18	the-final-machinery	world	inference	world-cup,mega-events,us-immigration,sport	Federal Agencies Build the Final Cordon
2026-07-17	brazil-tariff-reciprocity	markets	inference	latin-america,supply-chains	Brazil Prepares a Tariff Counter
2026-07-16	final-security-ratchet	world	inference	world-cup,mega-events,defense-tech,us-immigration	World Cup Final Expands US Surveillance
2026-07-15	ukraine-government-falls	world	inference	ukraine,autonomous-weapons,food-security,defense-tech	Ukraine’s Cabinet Falls in Wartime
2026-07-14	semis-defusion	world	inference	world-cup,sport,mega-events,attention-economy	The Semis Become a Restraint Test
2026-07-13	two-crowns-republic	world	inference	world-cup,sport,mega-events,attention-economy	Two Crowns and a Republic
2026-07-12	malvinas-semi	world	fact	world-cup,sport,mega-events	Argentina Draws England, and the Ghost of 1982
2026-07-11	wc-last-four	world	fact	world-cup,sport,mega-events	Two Games Fill the Last Four
2026-07-10	fifa-france-semis	world	fact	world-cup,sport,mega-events	FIFA Rejects Egypt's Bias Claim
2026-07-09	el-obeid-inquiry	world	inference	sudan,food-security,grey-zone	UN Names El Obeid Before the Assault
2026-07-08	body-heat	world	inference	world-cup,attention-economy,sport	FIFA Schedules World Cup Into Unsafe Heat
2026-07-07	bracelet-ballot	world	inference	grey-zone	Le Pen Keeps Ballot, Takes the Bracelet
2026-07-06	rulebook-bend	world	inference	world-cup,sport,mega-events,attention-economy	The Red Card That Stopped Counting
2026-07-05	interrupt-economy	world	inference	world-cup,attention-economy,mega-events,sport	FIFA's Mandatory Pause Splits Broadcasters
2026-07-04	taiwan-hualien	world	inference	taiwan,grey-zone,maritime-security	China Coast Guard Patrols East of Taiwan
2026-07-03	china-open-weights	tech	inference	open-weight-models,china-ai,frontier-models,semiconductors	China Open Weights Pressure Chip Premiums
2026-07-02	compute-territory	tech	inference	compute,semiconductors,nuclear-power,china-ai,open-weight-models	Korea, US Race to Site AI Compute
2026-07-01	sovereign-stacks	tech	inference	frontier-models,export-controls,china-ai,anthropic,openai	Washington reopens Fable as China trains alone
2026-07-01	xi-taiwan	world	fact	taiwan,grey-zone,maritime-security	Xi restates Taiwan reunification pledge
2026-06-30	china-open-weights	tech	inference	china-ai,open-weight-models,ai-export-controls,frontier-models,distillation	Open weights close the frontier coding gap
2026-06-27	agent-stack-week	technology	inference	agentic-tools,ai-agents,ai-export-controls	Open agents pick up sponsors, fences, and a European fork
2026-06-26	openclaw-reckoning	technology	fact	agentic-tools,ai-agents	Open agents hit security reckoning
2026-06-25	fugu-usability	technology	inference	ai-agents,compute	Fugu wins the board Users hit the wall
2026-06-24	china-mythos	policy	inference	china-ai,ai-export-controls,frontier-models,anthropic,export-controls	China's 360 claims Mythos counterpart marking third route around US controls
2026-06-23	the-fill-line	technology	inference	autonomous-weapons,defense-tech,europe-defense	Autonomy hits the fill line
2026-06-22	the-control-and-the-workaround	policy	inference	ai-export-controls,export-controls,frontier-models,anthropic,china-ai	The control and the workaround
2026-06-21	the-traces-that-escaped	policy	inference	ai-export-controls,export-controls,anthropic,frontier-models,developer-infrastructure	The traces that escaped are no longer one model
2026-06-20	post-perimeter	policy	inference	ai-export-controls,export-controls,anthropic,frontier-models,developer-infrastructure	The leak sits outside the perimeter
2026-06-19	revocable-infrastructure	policy	inference	ai-export-controls,anthropic,frontier-models,developer-infrastructure,china-ai	The bank compliance desk is now an AI border post
2026-06-18	the-bank-becomes-the-border	technology	inference	anthropic,frontier-models,ai-export-controls,export-controls,china-ai,developer-infrastructure	The bank becomes the border for frontier AI access
2026-06-17	the-trusted-partner-tier	technology	inference	anthropic,frontier-models,ai-export-controls,export-controls,china-ai,developer-infrastructure	The trusted-partner tier comes for frontier AI
2026-06-16	the-citizenship-control	technology	inference	anthropic,frontier-models,ai-export-controls,export-controls,china-ai,developer-infrastructure	The citizenship rule that became a kill switch
2026-06-15	cleared-in-washington-fought-in-the-states	technology	inference	attention-economy,creator-economy,wealth-concentration,sport	Washington Cleared Paramount-Warner. The Real Vote Is Now in Sacramento
2026-06-14	paramount-warner-state-fight	technology	forecast	attention-economy,creator-economy,wealth-concentration,sport	DOJ cleared Paramount-Warner; the states get the next vote
